Id,CommandID (Info),OmoteBodyJp,OmoteBodyEn,OmoteBodyCn,OtomeBodyKo,OmoteBodyTw,OmoteImageId,BuzzPowerFav,BuzzPowerRT,UraBodyJp,UraBodyEn,UraBodyCn,UraBodyKo,UraBodyTw,UraImageId,isNight,isDay
AfterTweet_Taiken1,N/A (Stream: KAngel Tries Stuff),"いつまでロリータ着るのって言われても一生着ると思う🥺　
永遠に少女だから🎀
",Aren't you too old for lolita? No 🥰   I'll be buried in lolita 🎀,"打算什么时候lo装毕业？那当然是穿一辈子啊🥺 
谁让偶系永远滴少女🎀","언제까지 로리타 복장을 할 거냐고 물어본다면, 아마 평생 입을 것 같아🥺 난 영원한 소녀니까🎀","打算穿羅莉塔裝到什麼時候啊？當然是穿一輩子啊🥺 
 誰叫我是永遠滴少女🎀",,60,60,25……いや30まではいけるかな～……？,i think i could go until im 25... no maybe 30...,穿到25岁……不对，穿到30岁应该都没问题吧～……？,"25... 아니지, 30살까지는 괜찮을지도...?",穿到25歲……不對，穿到30歲應該都沒問題吧～……？,N/A,FALSE,FALSE
AfterTweet_Taiken2,N/A (Stream: KAngel Tries Stuff),"良い子のみんな！　自由に発言できるのがネットの長所だけど、
画面の向こうにはちゃんと同じ人間がいて、
殴り返してくることがあることも忘れないでいようね！","PSA for everyone! It's true that one of the best things about the internet is that you can say whatever you want, but don't forget that all the users on your screen are still people! So if they punch back because of something you say, that's your problem!",各位乖宝宝们！虽然能够畅所欲言是网络世界的优点，但是请不要忘记在你屏幕对面坐着的也同样是人，伤人者终将伤己！,"착한 아이들은 잘 들어! 자유롭게 발언할 수 있다는 게 인터넷의 장점이지만, 화면 너머에 똑같은 사람이 있어서 언제든 반격해 올 수도 있다는 걸 잊으면 안 돼!",各位乖寶寶們！雖然能夠暢所欲言是網路世界的優點，但請不要忘記在你螢幕前面坐著的也同樣是人，傷人者必自傷之！切記！,N/A,30,15,"さて、アンチのバカを晒してスッキリしたし、
今度はわたしがムカつく女配信者のコメント欄を荒らしにいきますか！",what a productive day of naming and shaming those stupid haters! gonna go stir some shit in the comment section of girl streamers i hate now,好了，挂傻逼黑子挂得我神清气爽，下次就由我来去那些绿茶主播的评论区挑事好了！,"자, 멍청한 안티 놈을 조리돌림해서 기분이 풀렸으니 이번에는 짜증나는 스트리머년 채팅창에 분탕질하러 가야지!",好了，把那些人愚蠢的樣子PO上網真是讓我神清氣爽！下次就讓我來去那些令我暴氣的女主播評論區鬧事好了！,N/A,FALSE,FALSE
AfterTweet_Taiken3,N/A (Stream: KAngel Tries Stuff),"喉が完全にガラガラヘビだわ
もう絶対やらないぞぉ……",My voice is completely gone... I'm never doing that again...,"嗓子彻底哑了……
下次绝对再也不搞了……",목이 완전히 쉬어버렸네. 두 번 다시는 안 할래...,"嗓子徹底啞了……
 下次絕對不這樣了……",N/A,35,20,"と思ったけど、スパチャの額がめっちゃ好調だ
お金もらえるなら……もっと歌うか！（貪欲）",but i got so many super chats hehehe... ill keep singing if the money keeps coming! (<-greedy),"想是这么想，可是礼物池的金额也太美了
既然搞得到钱……那下次就继续唱吧！（贪心）","라고 생각했지만, 슈퍼챗으로 들어온 금액이 꽤 짭짤한걸. 돈을 더 받을 수 있다면... 좀 더 불러볼까나! +ㅠ+)","想是這麼想，可是禮物池的金額也太讚了
既然賺錢……那下次就繼續唱吧！（貪心）",N/A,FALSE,FALSE
AfterTweet_Taiken4,N/A (Stream: KAngel Tries Stuff),"今日は刺激的な話をしちゃって怖がらせちゃったね！
でも、配信者たるものいろんなことに挑戦しないとだからね！
大丈夫、超てんちゃんは永遠にみんなだけのものだよ！","Sorry if today's stream was a bit heart-attack inducing, but it's my job as a streamer to take on new challenges! There's no need to worry, because I will forever belong to you guys!","今天讲了一些很赤鸡的事，吓到大家了呢！
不过，做主播就是得多多挑战各种不同的内容嘛！
别怕，超天酱永远是专属于大家的天使哦！",오늘은 자극적인 소재를 다뤄서인지 좀 공포 분위기가 되어버렸네! 하지만 여러 상황에 도전하는 게 스트리머의 일이니까! 괜찮아. 내 마음은 언제나 너희들 거니까!,"今天講了一些很刺激的事，嚇到大家了呢！
不過，做主播就是得多多挑戰各種不同的內容嘛！
別怕，超天醬永遠是大家專屬的天使喔！",N/A,40,25,"まぁヤリモクで出会い系やってる男よりは、
ピュアなオタクたちのほうが何倍も愛おしくはあるが……",virgin nerds >>>> fuckboys anyday tbh,是啊，比起约会软件上的那些约炮男，纯纯的死宅确实不知道要可爱多少倍……,"뭐, 원나잇 목적으로 만남 앱을 이용하는 변태들보다는 순수한 덕후가 몇 배는 더 사랑스럽지만 말야...",是啊，比起約會軟體上的那些約炮男，純純的死宅確實不知道要可愛多少倍……,N/A,FALSE,FALSE
AfterTweet_Taiken5,N/A (Stream: KAngel Tries Stuff),"どうだったかな？　みんなも良い子にしていたら、
お家に超てんちゃんがやってくるかもね！
みんな善く生きるんだぞ！　
信じれば、天使はきっとやってくるから……","I hope you guys enjoyed today's stream! Be good and I might even visit you one day~

Live a good life and have faith, and who knows? You might find an angel on your doorstep...","感觉怎么样？如果大家也都乖乖的，那或许超天酱就会来到你家哦！
所以大家要好好且善良地活着哦！只要你相信，天使就一定会降临……",어땠어? 다들 착하게 지내다 보면 언젠가 너희 집에 초텐이 찾아올지도 몰라! 모두 착하게 살아야 해! 믿음을 가지면 천사는 반드시 찾아올 거야...,"感覺怎麼樣？如果大家也都乖乖的，那或許超天醬就會來你家喔！
所以大家要好好的活著喔！只要你相信，天使就一定會降臨……",N/A,45,30,"女の子はかわいかったけど、女の子のお父さんがめっちゃわたしの連絡先訊いてきて怖かった……
あの子はそんな事実を一生知らないまま育ってほしいな",the little girl was soooo cute but her dad kept trying to get my number like what the fuck... please protect her from trash men,"虽说那个小女孩很可爱，可是她爸却一直在跟我要联系方式，吓死人了……
希望那个孩子这辈子都不要知道这个残酷的事实","여자애는 귀여웠지만, 그 아버지라는 인간이 자꾸 내 연락처를 물어봐서 좀 무섭더라... 걔는 그 사실을 평생 모른 채 잘 자라줬으면 해","雖說那個小女孩很可愛，可是她爸卻一直在跟我要聯繫方式，嚇死人了……
希望那個孩子這輩子都不要知道這個殘酷的事實",N/A,FALSE,FALSE
AfterTweet_Otakutalk1,N/A (Stream: Nerd Talk),女の子に生まれたからには誰でも一生に一度は夢見る「神アイドル」……超てんちゃんもいつかそうなれるように頑張るね！！！,Every girl had an idol growing up... and I'm going to do my best to become someone that all girls can look up to!,"每个女孩子都至少做过一次当上“神级偶像”的梦……
超天酱也要努力在未来的某天实现这个梦想！！！","소녀로 태어난 이상 누구든 인생에서 한 번은 꿈꾸는 ""신급 아이돌""... 나도 그런 아이돌이 될 수 있도록 노력할게!!!","每個女孩子都至少做過一次當上“神級偶像”的夢……
超天醬也要努力在未來的某天實現這個夢想！！！",N/A,25,10,"女児アニメのアーケードゲームやってた時、
でてきたレアカードを後ろに並んでた女児がめっちゃ見てきて
しょうがないから譲ってあげるしかなかったことある

今思い出すとめっちゃムカつく！！！　わたしの金で手に入れたんやぞ","once i was playing one of those girl idol games at the arcade and the girl standing behind me kept staring at the rare card the machine gave me and i felt bad so i gave it to her

gonna invent time travel so i can beat my past self up THAT WAS /MY/ HARD EARNED MONEY","之前在机厅打小女孩动画街机的时候，有个排在身后的妹妹死死地盯着我抽到的稀有卡看，因此我只好把卡送给她了……

现在回头想想真的好气啊！！！明明是我花钱买的卡诶","여아용 애니메이션의 아케이드 게임을 하던 시절에 말야, 손에 넣은 레어 카드를 뒤에 있었던 여자애가 뚫어져라 쳐다봐서 할 수 없이 양보했던 때가 생각나
  
지금 생각하면 ㅈㄴ 열받아!!! 내 돈으로 뽑은 거란 말야!","之前在電動間打小女孩角色扮演遊戲時，有個排在身後的妹妹緊盯著我抽到的稀有卡看，我只好把卡送給她了……
現在想想真的好氣啊！！！明明是我花錢買的卡ㄟ",N/A,FALSE,FALSE
AfterTweet_Otakutalk2,N/A (Stream: Nerd Talk),"もし超てんちゃんが本当に怪獣になっちゃったら、
その時はみんなが殺してね　約束だよ","If I really do become a monster one day, can you all promise me that you'll kill me?",如果超天酱真的变成了大怪兽，到时候要由大家亲手杀了我呀，答应我哦,"만약 내가 정말 괴수가 되어버리면, 그때는 모두가 힘을 합쳐 날 끝내 줘. 약속",如果超天醬真的變成了大怪獸，到時候要由大家親手殺了我，答應我喔,N/A,35,15,"善良なヒロインがなんらかの副作用で
怪獣や怪物になってしまう展開いいよね……",consider: the kind heroine who becomes a kaiju or a monster because of one thing or another👀,纯良的女主角因为某种副作用而变成怪兽或者怪物的情节，真的好带感啊……,선량한 여주인공이 뭔가의 부작용 때문에 괴수나 괴물로 변하는 전개가 참 마음에 들어...,清純的女主角因為某種副作用而變成怪獸或者怪物的情節，還蠻不錯的啊……,N/A,FALSE,FALSE
AfterTweet_Otakutalk3_1,N/A (Stream: Nerd Talk),"オタクたちに宿題！！
「次のわたしの配信まで他の女のチャンネルは絶対に観るな」
約束破ったやつは即出禁だかんな！","I've got an assignment for all of you!

You're not allowed to watch any other girls' streams before my next one. And if you do, I'll kick you out of mine immediately!","宅宅们！课后作业来了！！
“到我下次直播之前，绝对不准看别的女人直播”！
不听话的家伙以后都不许来看我！","덕후들에게 숙제를 낼게! ""다음 방송 전까지 다른 여자 채널 시청 금지!"" 약속을 어기면 바로 쫓아낼 거야!","宅宅們！功課來了！！
“到我下次直播之前，絕對不准看別的女人直播”！
不聽話的傢伙以後都不許來看我！",N/A,45,20,あのね、ピ　この映画観て思ったんだけど,"hey p-chan? i thought about this when we watched that movie, but...","那个，阿P
在看这部电影时我想到了一件事","저기 P, 그 영화를 보고 나서 생각한 게 있는데...","那個，阿P
 在看這部電影時我想到了一件事",N/A,FALSE,FALSE
AfterTweet_Otakutalk3_2,N/A (Stream: Nerd Talk),N/A,N/A,N/A,,N/A,N/A,45,25,いや、なんでもない……　気にしないでね,actually nvm...,没有，没事……别在意,"아니, 아무것도 아니야... 신경쓰지 마",沒有，沒事……別在意,N/A,FALSE,FALSE
AfterTweet_Otakutalk4,N/A (Stream: Nerd Talk),"超てんちゃんの幸せはね、
こうしてみんなと画面越しにお話できることだよ
これはもう薬物以上の快楽だッ",My happiness is being able to talk to you all through my screen. It makes me feel better than any drug out there.,"超天酱的幸福呢，就是能够像这样隔着屏幕跟大家聊天哦
这种快感完全爽过吃药！",정말 행복해. 이렇게 너희와 화면을 통해 이야기할 수 있다니. 약보다 더 짜릿한 쾌락이 느껴져,"超天醬的幸福呢，就是能夠像這樣隔著螢幕跟大家聊天喔
這種快感完全超過嗑藥！",N/A,55,30,"たぶんキマりながら配信するのが一番気持ちいいんだろうね
法が許すならだけど……",i think the best feeling would be streaming while high but thats illegal :/,"估计边吃药边直播才是最爽的……
前提是法律要允许啦……",약에 취한 채 방송을 진행하는 게 제일 기분 좋겠지만 말야. 물론 법적으로 해서는 안 될 일이지만...,"估計邊吃藥邊直播才是最爽的……
前提是法律要允許啦……",N/A,FALSE,FALSE
AfterTweet_Otakutalk5,N/A (Stream: Nerd Talk),"本当に優しいから、人の心のことを誰よりも考えて描いているから、
残酷なのに綺麗だと感じてしまうようなアニメが作れるんだろうね","He's a truly kind person who thinks about people's feelings more than anyone else when he writes, which is why although his anime can be so cruel at times, it's also very beautiful.",正是因为他的内心是真的很温柔，又比任何人都要理解人心，所以才能够做出那种很残酷却又很有美感的动画吧,"너무 상냥하니까, 누구보다도 사람의 마음을 생각하면서 그렸으니까 잔혹하면서도 아름다운 애니를 만들 수 있는 것 같아",正是因為他的內心真的很溫柔，又比任何人都要理解人心，所以才能夠做出那種殘酷卻又有美感的動畫吧！,N/A,65,35,"女性キャラの感情的な性格に共感できるんだよね
最近のアニメキャラは、舐めたくなる女がいないからな",i can really relate to how emotional his female characters are... the anime girls these days just dont hit the same,"他作品里那些情绪化的女性角色令我很有共鸣
最近新番里的女角色都没有让我想舔的",등장하는 여성 캐릭터의 감정적 성격에 매우 공감이 가. 요즘 나오는 애니메이션 캐릭터는 빨만한 여자 캐릭터가 없거든,"他作品裡那些情緒化的女性角色讓我很有共鳴
最近新動畫裡的女角色都沒有一個我愛的",N/A,FALSE,FALSE
AfterTweet_Darkness1,N/A (Stream: Darkness),"つらくてつらくて仕方ない時は、ちゃんと他人に助けを求めるんだよ
それは「弱さ」じゃなくて「勇気」なんだから",Please ask for help from others especially when things get too unbearable. That's not you being weak; it takes a huge amount of courage to reach out.,"难受到无以复加的时候，要记得开口向他人求助哦
要知道这不是“软弱”，而是“勇敢”","정말 괴롭고 힘들어 견딜 수 없을 때는 다른 사람에게 도움을 청해야 해. 그건 ""나약함""이 아니라 ""용기""니까","難受到無以復加的時候，要記得開口向他人求助喔
要知道這不是“軟弱”，而是“勇敢”",N/A,60,50,といっても、対応が怠いから超てんちゃんにDMは送るなよな！,but dont dm kangel with your problems coz dealing with them is a pain!,话虽如此，但我实在是懒得回复，所以不要发私信给我哦！,하지만 대응은 느려터졌으니까 초텐에게 DM같은 거 보내지 마!,話雖如此，但我實在是懶得回複，所以不要發私訊給我喔！,N/A,FALSE,FALSE
AfterTweet_Darkness2,N/A (Stream: Darkness),"だれもわたしのこと救わないんだ
超てんちゃんは、いつも一人ぼっちなんだね",No one will save me. I always have and will always be alone.,"不管是谁都救不了我
超天酱永远是孤独的",아무도 날 도와주지 않아. 난 늘 혼자니까,"不管是誰都救不了我
 超天醬永遠是孤獨的",N/A,75,55,"こわい……ただ何もかもがこわいよ
今すぐこの世から消え去りたい",im scared... i dont know of what but im scared... maybe its everything... i wish i could get erased from this world right now,"好害怕……无来由的感觉一切都好可怕
好想现在就立马离开人世哦",무서워... 그냥 모든 게 다 무서워. 지금 당장이라도 이 세상에서 사라지고 싶어,"好害怕……感覺一切都好可怕
好想現在就立馬離開人世喔",N/A,FALSE,FALSE
AfterTweet_Angel1,N/A (Stream: Internet Angel),"もはや迷惑なくらいピュアピュアなオタクのみんな～！！！　1万人記念ありがとな！！！
超てんちゃんの名が世界に、ネット中にこだまするまで、応援し続けろよな～～～！！！",HELLO ALL YOU PURE CINNAMON ROLL UWU BEAN NERDS!!! Thanks for celebrating 10k with me!!!! I'm going to keep working hard so that everyone in the world knows my name!!!!!! Please keep sending me your support!!!!,"各位单纯可爱到甚至有点气人的宅宅们～！！！感谢大家来看万粉纪念直播！！！
你们要一直支持超天酱，让我的名号传遍世界，永远回荡在互联网之中哦～～～！！！","이젠 버거울 정도로 순수한 덕후들에게~!!! 1만명 기념에 참여해 줘서 고마워!!! 내 이름이 세계에, 인터넷에 메아리치는 그날까지 계속 응원해 줘~!!!","各位單純可愛到不行的宅宅們～！！！感謝大家來看一萬粉絲紀念直播！！！
你們要一直支持超天醬，讓我的名字傳遍世界，永遠繚繞在網路中喔～～～！！！",N/A,35,15,"記念配信のお祝いスパチャで豪遊しまく～～～～
らない！　このお金は、もっと良い機材を買って
もっと良い配信にするための投資につかう","and to celebrate even more, im gonna spend AAAAAALLLLLL the super chats... on an even better setup! gotta invest it all into delivering more high quality streams for everyone","用纪念直播收到的礼物钱去花天酒地～～～～
是不可能的！
这笔钱要用来购买更好的器材，为提升直播质量进行投资",기념 방송으로 받은 슈퍼챗 금액으로 진탕 놀아야... 는 취소! 이 돈은 더 멋진 방송을 할 수 있게 더 좋은 장비를 구입하는 데 사용할 거야,"用紀念直播收到的禮物錢去花天酒地～～～～
是不可能的！
 這筆錢要用來購買更好的器材，為提升直播品質進行投資",N/A,FALSE,FALSE
AfterTweet_Angel2,N/A (Stream: Internet Angel),"みんなを助けるなんて詭弁で偽善だけど、
それでも「誰か」は救われるなら、
それなら、わたしも降臨した甲斐があるってもんだね","I can't promise to save everyone because that would be a lie, but if just one person can be saved by my presence, then I would say it was worth descending to the internet.","虽然我一直空口说白话，伪善地讲什么要救大家
但如果真的“有人”因此而得救的话，那我降临在世上就是有价值的","모두를 구하겠다는 말은 궤변이고 위선일지 모르지만, 그래도 ""누군가"" 구원받는다면 나도 여기 강림한 보람이 있을 거야","雖然我一直空口說白話，偽善的講什麼要救大家
但如果真的“有人”因此而得救，那我降臨在世上就是有價值的",N/A,45,25,"わたしが笑顔でいれば、それで救われる誰かがいる
だから、わたしはただ微笑みかけてあげるんだ
画面の向こうのオタクたちに、さ","if my smile can grant souls salvation, then i will keep smiling for all the viewers on the other side of the screen","只要我的脸上永远挂着笑容，就会有人被其拯救
所以，我只需要为了大家微笑
为了屏幕那端坐在电脑前的宅宅们",내가 미소짓는 것만으로 구원받을 누군가가 있어. 그래서 난 화면 너머의 덕후들에게 그저 미소를 지어주는 것뿐이야,"只要我的臉上永遠掛著笑容，就會有人得救
所以，我只需要為了大家微笑
為了螢幕前的宅宅們",N/A,FALSE,FALSE
AfterTweet_Angel3,N/A (Stream: Internet Angel),"わたし、まだまだ未熟だから　これからもたまに壊れたりすることもあるかも知れないけど
今日の幸せな気持ちを忘れなければ、どうにかなる気がするよ
どんなにデコボコな道でも、100万の夢を諦めないからな！！！","I'm still doing a lot of learning about myself, so I might act up here and there, but I think I'll be okay as long as I remember the happiness that I felt today.

No matter how rough the road ahead gets, I won't give up on my dream of reaching 1 million!!!","我还很不成熟，今后还可能会有崩溃的时候……
但是，只要我牢记今天感受到的喜悦，那大概总会船到桥头自然直吧
无论前路有多么坎坷，我都绝对不会放弃百万粉丝的梦想！！！","나... 앞으로도 가끔 안 좋은 꼴을 보일 만큼 여전히 미숙하지만, 오늘 느낀 행복을 잊지만 않는다면 어떻게든 될 것 같아. 어떤 험한 길이라 해도 100만명의 꿈을 포기하지 않을 거야!!!","我還很不成熟，今後還可能會繼續崩潰……
但是，只要我記住今天感受到的幸福，總有一天會船到橋頭自然直吧！即使再怎麼辛苦，我也不會放棄百萬粉絲的夢想！！！",N/A,55,35,"スパチャもいっぱいもらえたね！
……少しくらいは自分のために使ってもいいよね
今夜は好きなものいっぱい買いに行こうね　二人で幸せになろうね",i got so many super chats!!!! im just gonna use a liiiiittle bit of it on myself...... we can go shopping tonight and buy whatever we like and be happy together...,"也拿到了不少阿宅打赏的礼物钱！
……为自己花一点点应该没关系吧
今天晚上去爆买一番好物好了 我们要一起幸福哦",슈퍼챗도 많이 받았고 말야! ...조금은 자신을 위해 써도 괜찮겠지. 오늘밤은 좋아하는 걸 잔뜩 지르자. 둘이서 행복한 시간을 갖는 거야,"也拿到了不少阿宅打賞的禮物錢！
……為自己花一點點應該沒關係吧
今天晚上去爆買一番好了 我們要幸福喔",N/A,FALSE,FALSE
AfterTweet_Angel4,N/A (Stream: Internet Angel),"あとはもう100万人まで向かっていくだけだね
みんなの愛情を全力でぶつけて、インターネット・エンジェルを最高の配信者に育ててね♡",We're so close to 1 million! Throw all your love at me and I'll turn into the greatest streamer anyone has ever seen♡,"剩下就只有朝着百万粉丝进发了
请各位大力投入你们所有的爱，把当代互联网小天使培养成最棒的主播吧♡",이제 100만명 달성만 남았어. 모두 온 힘을 다해 애정을 보내서 인터넷 엔젤을 최고의 스트리머로 만들어 줘♡,"剩下就只有朝著百萬粉絲前進了
請各位大力投入你們所有的愛，把現代網路小天使培養成最棒的主播吧♡",N/A,65,45,超てんちゃんを好きになりましょう超てんちゃんを好きになりましょう超てんちゃんを好きになりましょう超てんちゃんを好きになりましょう超てんちゃんを好きになりましょう超てんちゃんを好きになりましょう,you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel you will love kangel,"都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧
都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧都来喜欢超天酱吧","모두 초텐만 좋아하기를 모두 초텐만 좋아하기를
모두 초텐만 좋아하기를 모두 초텐만 좋아하기를
모두 초텐만 좋아하기를 모두 초텐만 좋아하기를","都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧
都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧都來喜歡超天醬吧",N/A,FALSE,FALSE
AfterTweet_Angel5,N/A (Stream: Internet Angel),"ここまできたら、長ったらしい言葉はいらないね！
超てんちゃんを愛してくれてありがとう！
超てんちゃんもみんなを愛しているよ！
わたしはいま、間違いなく、世界で一番幸福であると宣言します！！！","You've all been with me through thick and thin so I won't bore you with a wordy post, but thank you all so much for loving me! I love every one of you too! I think I can proudly say that I'm the luckiest angel in the universe right now!","都到了这一步，就不需要再讲长篇大论了！
谢谢大家爱着超天酱！
超天酱也爱你们大家哦！
我在此郑重宣布，这一刻，我毫无疑问是全世界最幸福的人！！！","여기까지 왔으니 긴말은 필요 없겠지! 날 사랑해 줘서 고마워! 나도 너희를 정말 좋아해! 분명히 말하는데, 난 지금 세상에서 제일 행복한 사람이야!!!","都到了這一步，就不需要長篇大論了！
謝謝大家愛著超天醬！
 超天醬也愛你們喔！
我在此鄭重宣佈，這一刻，我毫無疑問是全世界最幸福的人！！！",,75,55,"幸せであることに偽りも不安もないよ
あめちゃんの人生にも意味はあったんだ
わたし、ちゃんと生きていたんだね","this happiness is real... pure happiness, no anxiety, no nothing. my life is good and it has purpose... i feel truly alive","我的幸福既无虚伪，也不会令人不安
糖糖的人生也是有意义的
我有好好地活过",행복하다는 말에 거짓이나 불안함은 없어. 이런 내 인생도 의미가 있었던 거야. 나... 살아있길 잘했다고 생각해,"我的幸福既無虛偽，也無不安
糖糖的人生也是有意義的
 我有好好活著",N/A,FALSE,FALSE
AfterTweet_PR1,N/A (Stream: Sponsorships),"いや～あんまりに美味しすぎて逆に噴き出しちゃいましたね！逆に！
そんな最高な「コーラ納豆味」は、全国のコンビニに置いてありますのでみんな飲んでみてね～！！！！　†昇天†　＃PR","That was so good that I did a spittake! Because I was so surprised at how good it was! You can get your own tasty fizzy natto goodness at any convenience store in the country, so give it a try! 🙏BLESS🙏 #ad","哎呀～实在是太好喝了，反而喝喷了呢！反作用啦反作用！
这款最强新品纳豆可乐，已在全国便利店开始销售，大家都要喝喝看哦～！！！！†升天† #宣传","헐~ 너무 어이없게 맛있어서 되려 입 밖으로 뿜어버렸네요! 초텐도 인정하는 ""낫토맛 콜라"", 지금 전국 편의점에서 판매하고 있으니 한 번 마셔 보세요~!!! †승천†! #광고","哎呀～實在是太好喝了，反而噴出來了呢！另一件事是
這款最強新品納豆可樂，已在全國便利商店開始銷售，大家都要喝喝看喔～！！！！†升天† #廣告",N/A,20,10,"本当にヤバかった……こんなクソ不味い商品を宣伝することってもはや犯罪だろ
これから一年分も届くの地獄でしか無いんだが……　ピに全部飲ませよう",fuck what did i get myself into i should be glad i didnt get arrested for advertising such a disgusting drink... and theyre still gonna send me a years worth....... drink it for me p-chan pwease,"真是要命……让人给如此难喝的东西打广告根本就是犯罪好吧
过几天还有一年份的纳豆可乐要寄到家里，简直就是地狱……都塞给阿P喝好了",하마터면 큰일날 뻔했네... 이런 거지같이 맛없는 물건을 홍보하다니 완전 범죄잖아. 1년분 물량이 도착하는 순간 인생이 지옥이 되겠어... 전부 P에게 먹여야지,"真是要命……給如此難喝的東西打廣告根本就是犯罪好嗎？
過幾天還有一年份的納豆可樂要寄到家裡，簡直就是地獄……都塞給阿P喝好了",N/A,FALSE,FALSE
AfterTweet_PR2,N/A (Stream: Sponsorships),配信ではちょっとグダっちゃったけど、とっても良い商品だと思いました！なんかこう……買う価値アリだと感じましたね！　素晴らしいと思います！　#PR,"Sorry about the, uh, mess-up, but I really do think that it's a good product! Like um... I really feel that it's worth the price! It's great! Yeah! #ad","直播的时候虽然有点水哈，但我觉得这是一款很好的产品！
怎么说呢……感觉很值得买哦！我觉得很棒！ #宣传","방송에서는 조금 버벅거렸지만, 진짜 좋은 상품 같네요! 뭐랄까... 한 번 사볼 만한 가치는 있는 것 같아요! 정말 대단해요! #광고","直播的時候雖然有點混亂，但我覺得這是一款很好的產品！
怎麼說呢……感覺很值得買喔！我覺得很棒！ #廣告",N/A,30,20,"「正直すぎるレビュー動画」って切り抜きで話題になってる……
これはこれで結果的に知名度は上がったんじゃないかな
災い転じて福となすってことで！　……だめかな？","ugh someone trimmed my stream and its making rounds under some metube video called ""the reviewer thats TOO honest!"" or whatever... but any publicity is good publicity right?! i hope so...","有条叫做“这个女人明明恰饭却过于实诚”的切片火了……
最终是否提高了我的知名度呢……？
给我来个塞翁失马，焉知非福吧！……不行哈？","""너무 솔직한 리뷰 영상""이라는 짜집기로 화제가 된 모양이네... 결과만 놓고 보면 이건 이거대로 지명도가 올라간 거 아닐까. 전화위복이라는 거지! ...아닌가?","有個叫做“超真實的影片”超紅的……
最終是否提高了我的知名度呢……？
給我來個塞翁失馬，焉知非福吧！……不行嗎？",N/A,FALSE,FALSE
AfterTweet_PR3,N/A (Stream: Sponsorships),"というわけで、今回のコラボ案件は無に消えました
わたしのデータももちろん消えてました　それだけです　さよなら",So I guess this collab's off... And my data's all gone... Oh well. See you guys.,"因此，此次联动恰饭化为虚无了
我的账号当然也已化为虚无了……仅此而已……大家再也不见","이런 이유로, 이번 콜라보 제안은 없었던 일이 되었어요. 물론 제 데이터도 함께요. 전달할 내용은 여기까지입니다. 그럼 안녕","因此，此次合作計畫沒了
我的帳號當然也消失了……僅此而已……大家再見",N/A,40,30,"運営と連絡つかないし、こりゃ報酬も無しだね
バーカ、滅びろ運営！！！　……もう滅びてる","i cant even contact management and i bet theyre not going to pay me either!!! agh!!! screw you guys i hope you get shut down!!!! 

wait that already happened","联系不上他们运营，当然也就拿不到酬金惹
sb运营毁灭吧！！！……哦已经毁灭了那没事了","운영팀이랑 연락도 안 되는 걸 보니 이번 일 보수는 받기 글렀네. 멍청한 운영팀 같으니, 싹 망해버려!! ...이미 망한 것 같지만","聯絡不上他們的管理人員，當然也就拿不到報酬惹
管理人員毀滅吧！！！……喔已經毀滅了",N/A,FALSE,FALSE
AfterTweet_PR4,N/A (Stream: Sponsorships),"スカートの中はともかく、とっても素晴らしいフィギュアなので
みんな予約してね！　ショーケースに飾ったり、怪獣とブンドドさせたりして楽しんでください
予約はコチラ↓　#PR","Forget about what's under the skirt, preorder it because it's a beautiful figure! Show it off in a display case or let it stomp around a diorama like a giant monster! Link in the replies↓ #ad","裙底风光什么的就先不说了，主要是这个手办做得很良心
因此大家都要预订哦！可以把它摆在展示盒里，或者用它跟怪兽胶模一起过家家哦
订购看这里↓#宣传","치마 안쪽 표현을 제외하더라도 굉장히 잘 만든 피규어니까, 다들 예약해! 장식장에 두거나 괴수와 싸움을 붙이는 등 다양한 방법으로 즐겨 줘. 예약은 아래 주소에서↓ #광고","裙底風光什麼的就先不說了，主要是這個公仔做得很好
大家都要預購喔！可以把它擺在展示盒裡，或者把它跟怪獸擺在一起!
訂購請看這裡↓#廣告",N/A,50,40,"やっぱり　ぶっかけられたり
服をむかれて魔改造されたりするのかな！？
……ちょっと楽しみだな","what if people hotglue it or cut its clothes off or mod it??!?!?!?

...kinda want to see that doe","肯定会被阿宅拿去挂满奇怪的液体，或者被扒光衣服魔改之类的吧？！
……还有点期待是怎么回事",이 정도면 부카게 표현이나 옷을 잘라 마개조같은 것도 되려나? ...살짝 기대되는걸,"肯定會被阿宅拿去吊起來，扒光衣服、魔改之類的吧？！
……還有點期待是怎麼回事",N/A,FALSE,FALSE
